Passenger no.	Pclass	Sex	SibSp	Parch	Embarked	Survived
0		0	0	0	0	2		1
1		2	1	0	0	2		0
2		1	0	0	0	2		1
3		2	0	0	0	1		0
4		1	0	0	2	2		1
5		2	1	0	0	2		0
6		1	1	0	2	2		1
7		0	0	1	0	2		1
8		0	1	1	0	0		1
9		2	0	1	0	1		1
10		2	1	0	0	2		0
11		2	0	0	0	2		0
12		0	1	0	0	2		0
13		1	1	0	0	2		0
14		2	0	0	0	1		0
15		0	1	0	0	2		0
16		2	1	3	2	2		0
17		2	1	1	0	2		0
18		2	1	0	0	2		0
19		1	0	2	3	2		1
20		2	1	0	0	2		0
21		2	1	1	0	0		1
22		0	0	0	0	0		1
23		1	1	0	0	2		0
24		2	0	1	0	0		0
25		2	1	0	0	2		0
26		0	0	2	2	0		1
27		1	0	0	0	2		1
28		1	1	0	0	2		0
29		0	0	0	0	2		1
30		2	0	0	0	2		0
31		0	1	0	0	2		0
32		2	0	1	5	2		1
33		2	0	1	0	2		0
34		2	1	0	0	1		1
35		2	0	4	2	2		1
36		0	1	0	0	2		0
37		2	1	0	0	2		0
38		0	1	1	0	0		1
39		2	1	0	0	2		0
40		2	0	0	0	2		0
41		2	0	0	2	2		1
42		0	0	1	1	2		1
43		0	1	0	0	2		0
44		1	1	0	2	0		0
45		2	1	0	0	2		0
46		2	1	5	2	2		0
47		1	1	0	0	2		0
48		0	1	0	0	0		0
49		1	1	0	0	2		0
50		1	1	0	0	0		0
51		1	0	0	0	2		1
52		1	1	0	0	2		0
53		1	1	0	0	2		0
54		2	1	0	0	2		0
55		2	0	1	0	2		0
56		1	1	0	0	2		0
57		0	1	0	0	2		0
58		2	1	1	5	2		1
59		2	0	0	0	2		0
60		2	0	6	2	2		0
61		2	1	0	0	0		0
62		1	1	0	1	2		1
63		0	1	0	0	2		0
64		0	1	1	0	2		0
65		2	0	0	2	0		1
66		2	1	1	1	0		1
67		2	1	0	0	0		0
68		2	0	0	1	2		1
69		1	1	1	1	2		1
70		2	1	2	0	2		0
71		2	1	4	1	2		0
72		0	1	0	0	0		0
73		2	1	0	0	2		0
74		1	0	0	0	2		1
75		1	1	1	1	0		0
76		0	0	1	0	2		1
77		2	1	0	0	1		1
78		0	1	0	0	0		0
79		0	0	0	0	2		1
80		2	1	0	0	2		0
81		2	1	6	2	2		0
82		2	1	0	0	2		0
83		2	1	0	0	2		0
84		1	0	0	0	0		1
85		2	1	0	0	2		0
86		2	1	0	0	2		0
87		2	1	0	0	0		0
88		2	0	4	2	2		1
89		1	0	3	0	2		0
90		0	1	0	0	2		0
91		2	1	0	0	0		0
92		2	1	0	0	1		1
93		2	0	0	0	1		0
94		2	1	0	0	2		0
95		0	1	0	0	0		0
96		2	1	0	0	2		0
97		2	0	0	0	0		0
98		2	1	0	0	2		0
99		2	1	0	0	2		0
100		0	1	0	0	0		0
101		0	1	0	0	2		0
102		2	1	1	1	0		1
103		2	0	0	1	0		0
104		0	0	0	1	0		1
105		2	1	0	0	2		0
106		2	1	0	0	2		0
107		2	1	0	0	2		0
108		2	1	4	1	2		0
109		2	1	0	0	2		0
110		0	1	1	0	0		1
111		2	1	0	0	0		0
112		1	1	0	0	2		0
113		2	1	1	0	2		0
114		1	1	0	0	2		0
115		2	1	0	0	2		0
116		1	1	1	0	2		0
117		0	1	1	0	2		0
118		1	0	1	0	2		0
119		2	0	0	0	2		0
120		1	0	1	0	2		0
121		0	1	1	1	2		0
122		2	1	0	0	2		0
123		1	1	0	0	2		0
124		0	0	0	2	2		1
125		0	0	0	0	2		1
126		1	0	0	0	2		1
127		2	0	0	0	2		0
128		2	1	6	2	2		0
129		2	1	0	0	1		1
130		2	1	0	0	2		0
131		2	1	0	0	2		0
132		2	0	2	1	0		1
133		0	1	0	0	0		0
134		2	0	3	0	2		0
135		0	0	0	0	0		1
136		0	0	0	2	2		1
137		2	1	5	2	2		0
138		2	1	1	0	2		0
139		2	0	0	0	2		0
140		0	0	1	2	2		1
141		2	1	0	0	2		0
142		0	0	1	2	2		1
143		2	0	0	0	2		0
144		2	1	0	0	2		0
145		2	0	1	0	2		0
146		1	1	0	0	2		0
147		2	1	0	0	2		0
148		2	0	0	5	1		0
149		2	1	0	0	2		0
150		2	0	0	1	2		1
151		2	1	0	0	2		0
152		2	1	4	1	1		0
153		2	0	0	0	1		0
154		2	1	0	0	2		0
155		2	1	0	0	2		0
156		2	1	0	0	2		0
157		2	1	0	0	2		0
158		1	0	1	0	0		1
159		1	1	0	0	2		0
160		1	1	1	0	2		0
161		2	1	0	0	2		0
162		2	0	0	0	2		0
163		0	1	0	0	2		0
164		2	1	2	0	2		0
165		2	0	1	0	0		0
166		1	0	2	1	2		1
167		2	1	0	0	2		0
168		2	1	0	0	2		0
169		0	1	0	2	0		1
170		0	0	0	0	0		1
171		2	0	4	2	2		1
172		0	0	0	0	2		1
173		2	1	1	1	2		0
174		0	0	0	0	2		1
175		0	1	0	0	2		0
176		2	1	0	0	1		1
177		2	1	0	0	1		1
178		2	0	2	1	0		1
179		2	1	2	0	1		0
180		0	0	0	0	0		1
181		1	0	0	0	2		1
182		1	1	2	0	2		0
183		1	1	0	0	2		0
184		0	0	0	0	2		1
185		1	1	0	0	2		0
186		2	1	0	0	2		0
187		0	0	2	2	0		1
188		2	1	0	0	1		1
189		0	0	0	0	0		1
190		0	1	0	0	2		0
191		0	1	0	0	2		0
192		2	0	0	0	1		0
193		2	0	0	0	0		0
194		2	0	1	1	0		1
195		0	0	0	0	3		1
196		1	1	0	0	2		0
197		1	0	0	0	2		1
198		2	1	0	0	2		0
199		0	1	0	0	0		0
200		2	1	0	0	2		0
201		0	0	2	0	2		1
202		2	1	0	0	0		0
203		1	1	0	0	0		0
204		0	1	1	1	2		0
205		1	0	0	0	2		1
206		0	0	1	0	2		1
207		1	1	0	0	2		0
208		0	1	0	0	2		0
209		2	1	2	0	2		0
210		0	0	0	0	0		1
211		2	1	4	2	2		1
212		2	1	0	0	0		0
213		2	1	0	0	0		0
214		1	1	1	0	2		0
215		2	1	0	0	2		0
216		2	1	0	0	1		1
217		0	0	1	0	0		1
218		1	0	0	2	2		1
219		0	1	0	0	2		0
220		0	1	0	0	2		0
221		2	1	0	0	0		0
222		0	1	0	0	2		0
